text,iodine,vitamin_e,calcium,iron,riboflavin_b2,folate_b9,vitamin_c,vitamin_b6,vitamin_d,zinc
slow growth hair loss frequent infections hormone imbalance thyroid swelling fatigue neck enlargement weight gain goiter no prior illness reported,1,0,0,0,0,0,0,0,0,1
without bone pain fractures back pain bone weakness tooth decay weakness poor diet routine checkup,0,0,1,0,0,1,0,0,0,0
back pain muscle weakness low sunlight weak immunity joint pain scurvy,0,0,0,0,0,0,1,0,1,0
thyroid swelling fatigue hormone imbalance weight gain goiter neck enlargement no prior illness reported,1,0,0,0,0,0,0,0,0,0
fractures muscle weakness back pain fatigue pale skin no weight gain thyroid swelling fatigue hormone imbalance neck enlargement goiter,0,0,0,1,0,0,0,0,1,0
muscle cramps joint stiffness brittle nails bone weakness tooth decay,0,0,1,0,0,0,0,0,0,0
pregnancy issues anemia nerve issues mood changes patient visited clinic yesterday,0,0,0,0,0,1,0,1,0,0
bone pain low sunlight back pain fractures muscle weakness routine checkup,0,0,0,0,0,0,0,0,1,0
low hemoglobin pale skin anemia dizziness mood changes depression confusion nerve issues not muscle weakness fractures back pain low sunlight bone pain,0,0,0,1,0,0,0,1,0,0
joint stiffness bone weakness muscle cramps tooth decay mood changes depression irritability nerve issues,0,0,1,0,0,0,0,1,0,0
bleeding gums scurvy routine checkup,0,0,0,0,0,0,1,0,0,0
without thyroid swelling goiter fatigue weight gain pregnancy issues poor diet anemia joint stiffness brittle nails tooth decay,0,0,1,0,0,1,0,0,0,0
weakness anemia fatigue,0,0,0,0,0,1,0,0,0,0
goiter thyroid swelling fatigue hormone imbalance neck enlargement weakness anemia,1,0,0,0,0,1,0,0,0,0
depression nerve issues mood changes scurvy joint pain weak immunity bleeding gums slow healing no prior illness reported,0,0,0,0,0,0,1,1,0,0
neck enlargement goiter fatigue weight gain thyroid swelling pale skin fatigue shortness of breath dizziness,1,0,0,1,0,0,0,0,0,0
muscle weakness low sunlight back pain poor immunity loss of appetite no prior illness reported,0,0,0,0,0,0,0,0,1,1
muscle weakness back pain bone pain low sunlight routine checkup,0,0,0,0,0,0,0,0,1,0
thyroid swelling goiter neck enlargement,1,0,0,0,0,0,0,0,0,0
brittle nails muscle cramps joint stiffness tooth decay weight gain hormone imbalance thyroid swelling neck enlargement goiter bone pain back pain,1,0,1,0,0,0,0,0,1,0
tooth decay muscle cramps general discomfort,0,0,1,0,0,0,0,0,0,0
pregnancy issues weakness shortness of breath pale skin anemia fatigue low hemoglobin not slow healing weak immunity joint pain scurvy,0,0,0,1,0,1,0,0,0,0
brittle nails tooth decay loss of appetite frequent infections hair loss poor immunity patient visited clinic yesterday,0,0,1,0,0,0,0,0,0,1
shortness of breath pale skin low hemoglobin dizziness fatigue no neck enlargement weight gain thyroid swelling hormone imbalance fatigue,0,0,0,1,0,0,0,0,0,0
hair loss slow growth frequent infections low hemoglobin shortness of breath pale skin mood changes confusion irritability nerve issues no prior illness reported,0,0,0,1,0,0,0,1,0,1
without fatigue skin rash cracked lips sore throat eye irritation fatigue weakness no prior illness reported,0,0,0,0,0,1,0,0,0,0
mood changes depression irritability patient visited clinic yesterday,0,0,0,0,0,0,0,1,0,0
hair loss slow growth fractures muscle weakness low sunlight bone pain back pain no prior illness reported,0,0,0,0,0,0,0,0,1,1
no slow healing joint pain weak immunity bleeding gums not poor immunity loss of appetite eye irritation fatigue sore throat general discomfort,0,0,0,0,1,0,0,0,0,0
no fractures bone pain mild headache after travel,0,0,0,0,0,0,0,0,0,0
tooth decay muscle cramps bone weakness brittle nails poor immunity slow growth loss of appetite frequent infections hair loss mild headache after travel,0,0,1,0,0,0,0,0,0,1
poor diet anemia weakness fatigue muscle cramps tooth decay joint stiffness bone weakness mild headache after travel,0,0,1,0,0,1,0,0,0,0
bone weakness muscle cramps,0,0,1,0,0,0,0,0,0,0
dizziness anemia fatigue shortness of breath weakness fatigue anemia pregnancy issues poor diet no brittle nails joint stiffness tooth decay no prior illness reported,0,0,0,1,0,1,0,0,0,0
low sunlight fractures muscle weakness bone pain depression mood changes nerve issues immune weakness nerve damage vision problems,0,1,0,0,0,0,0,1,1,0
depression irritability mood changes nerve issues no prior illness reported,0,0,0,0,0,0,0,1,0,0
no fatigue anemia poor diet weakness pregnancy issues neck enlargement weight gain hormone imbalance fatigue without nerve damage vision problems muscle weakness coordination issues no prior illness reported,1,0,0,0,0,0,0,0,0,0
frequent infections loss of appetite poor immunity without weakness poor diet muscle weakness low sunlight fractures mild headache after travel,0,0,0,0,0,0,0,0,1,1
cracked lips fatigue skin rash no anemia pregnancy issues back pain fractures low sunlight bone pain muscle weakness mild headache after travel,0,0,0,0,1,0,0,0,1,0
not fatigue eye irritation cracked lips sore throat skin rash fatigue shortness of breath muscle weakness coordination issues immune weakness vision problems mild headache after travel,0,1,0,1,0,0,0,0,0,0
fatigue thyroid swelling goiter hormone imbalance weight gain weak immunity scurvy bleeding gums joint pain vision problems immune weakness no prior illness reported,1,1,0,0,0,0,1,0,0,0
frequent infections slow growth confusion irritability mood changes nerve issues low sunlight muscle weakness back pain mild headache after travel,0,0,0,0,0,0,0,1,1,1
scurvy weak immunity slow healing bleeding gums joint pain vision problems immune weakness coordination issues muscle weakness cracked lips fatigue sore throat eye irritation skin rash general discomfort,0,1,0,0,1,0,1,0,0,0
irritability depression mood changes confusion nerve issues weakness pregnancy issues poor diet muscle cramps joint stiffness brittle nails general discomfort,0,0,1,0,0,1,0,1,0,0
loss of appetite poor immunity hair loss slow growth nerve issues depression confusion irritability brittle nails joint stiffness muscle cramps bone weakness tooth decay general discomfort,0,0,1,0,0,0,0,1,0,1
hormone imbalance neck enlargement without low hemoglobin pale skin shortness of breath joint pain scurvy weak immunity,1,0,0,0,0,0,1,0,0,0
slow healing weak immunity joint pain low hemoglobin anemia cracked lips sore throat skin rash fatigue mild headache after travel,0,0,0,1,1,0,1,0,0,0
poor diet pregnancy issues routine checkup,0,0,0,0,0,1,0,0,0,0
depression confusion nerve issues irritability mood changes,0,0,0,0,0,0,0,1,0,0
bone pain low sunlight fractures muscle weakness no prior illness reported,0,0,0,0,0,0,0,0,1,0
brittle nails joint stiffness weakness pregnancy issues poor diet fatigue anemia patient visited clinic yesterday,0,0,1,0,0,1,0,0,0,0
brittle nails bone weakness tooth decay muscle cramps,0,0,1,0,0,0,0,0,0,0
pregnancy issues poor diet,0,0,0,0,0,1,0,0,0,0
no vision problems immune weakness muscle weakness coordination issues hormone imbalance goiter anemia poor diet weakness,1,0,0,0,0,1,0,0,0,0
weakness pregnancy issues tooth decay joint stiffness no slow growth frequent infections,0,0,1,0,0,1,0,0,0,0
weakness pregnancy issues poor diet fatigue anemia weight gain neck enlargement goiter hormone imbalance thyroid swelling no prior illness reported,1,0,0,0,0,1,0,0,0,0
confusion nerve issues general discomfort,0,0,0,0,0,0,0,1,0,0
depression mood changes irritability confusion nerve issues joint stiffness brittle nails tooth decay bone weakness muscle cramps,0,0,1,0,0,0,0,1,0,0
without anemia pregnancy issues weakness fatigue mild headache after travel,0,0,0,0,0,0,0,0,0,0
nerve damage immune weakness muscle weakness not muscle weakness back pain,0,1,0,0,0,0,0,0,0,0
irritability depression nerve issues mood changes confusion not joint stiffness muscle cramps tooth decay bone weakness routine checkup,0,0,0,0,0,0,0,1,0,0
muscle weakness coordination issues vision problems nerve damage patient visited clinic yesterday,0,1,0,0,0,0,0,0,0,0
shortness of breath low hemoglobin dizziness pale skin scurvy slow healing bleeding gums joint pain weak immunity irritability confusion mood changes depression nerve issues no prior illness reported,0,0,0,1,0,0,1,1,0,0
weak immunity bleeding gums slow healing scurvy,0,0,0,0,0,0,1,0,0,0
no bone pain low sunlight back pain muscle weakness weak immunity bleeding gums scurvy weight gain thyroid swelling neck enlargement hormone imbalance goiter fatigue mild headache after travel,1,0,0,0,0,0,1,0,0,0
weakness fatigue pregnancy issues poor diet low sunlight bone pain back pain muscle weakness routine checkup,0,0,0,0,0,1,0,0,1,0
hair loss poor immunity scurvy bleeding gums joint pain weak immunity,0,0,0,0,0,0,1,0,0,1
shortness of breath low hemoglobin anemia fatigue pale skin dizziness without brittle nails joint stiffness tooth decay muscle cramps back pain bone pain low sunlight muscle weakness,0,0,0,1,0,0,0,0,1,0
no neck enlargement weight gain goiter scurvy bleeding gums weak immunity slow healing mild headache after travel,0,0,0,0,0,0,1,0,0,0
coordination issues muscle weakness vision problems,0,1,0,0,0,0,0,0,0,0
fractures low sunlight muscle weakness bone pain back pain shortness of breath pale skin low hemoglobin dizziness anemia general discomfort,0,0,0,1,0,0,0,0,1,0
skin rash eye irritation no prior illness reported,0,0,0,0,1,0,0,0,0,0
without bone pain fractures back pain low sunlight goiter fatigue thyroid swelling hormone imbalance weight gain neck enlargement patient visited clinic yesterday,1,0,0,0,0,0,0,0,0,0
goiter fatigue neck enlargement shortness of breath anemia dizziness frequent infections poor immunity slow growth,1,0,0,1,0,0,0,0,0,1
hormone imbalance weight gain goiter fatigue thyroid swelling neck enlargement patient visited clinic yesterday,1,0,0,0,0,0,0,0,0,0
scurvy bleeding gums weak immunity slow growth poor immunity frequent infections hair loss loss of appetite tooth decay bone weakness joint stiffness brittle nails muscle cramps patient visited clinic yesterday,0,0,1,0,0,0,1,0,0,1
muscle cramps brittle nails joint stiffness bone weakness bone pain low sunlight muscle weakness patient visited clinic yesterday,0,0,1,0,0,0,0,0,1,0
fatigue cracked lips no fatigue anemia weakness poor diet,0,0,0,0,1,0,0,0,0,0
confusion nerve issues depression irritability not anemia weakness cracked lips fatigue skin rash sore throat eye irritation,0,0,0,0,1,0,0,1,0,0
joint pain scurvy bleeding gums weak immunity without slow growth frequent infections poor immunity hair loss shortness of breath fatigue dizziness pale skin low hemoglobin anemia,0,0,0,1,0,0,1,0,0,0
pregnancy issues weakness poor diet fatigue anemia,0,0,0,0,0,1,0,0,0,0
joint stiffness brittle nails bone weakness muscle cramps tooth decay patient visited clinic yesterday,0,0,1,0,0,0,0,0,0,0
dizziness low hemoglobin patient visited clinic yesterday,0,0,0,1,0,0,0,0,0,0
low hemoglobin fatigue shortness of breath dizziness anemia cracked lips skin rash fatigue patient visited clinic yesterday,0,0,0,1,1,0,0,0,0,0
goiter fatigue weight gain thyroid swelling routine checkup,1,0,0,0,0,0,0,0,0,0
scurvy joint pain muscle cramps joint stiffness brittle nails tooth decay bone weakness routine checkup,0,0,1,0,0,0,1,0,0,0
weak immunity joint pain bleeding gums scurvy not loss of appetite poor immunity frequent infections slow growth muscle weakness coordination issues nerve damage no prior illness reported,0,1,0,0,0,0,1,0,0,0
fatigue goiter hormone imbalance neck enlargement no cracked lips sore throat skin rash fatigue eye irritation weakness anemia poor diet,1,0,0,0,0,1,0,0,0,0
no bone pain back pain muscle weakness low sunlight fractures without cracked lips sore throat depression irritability mood changes confusion nerve issues,0,0,0,0,0,0,0,1,0,0
poor immunity frequent infections hair loss sore throat eye irritation cracked lips patient visited clinic yesterday,0,0,0,0,1,0,0,0,0,1
joint stiffness tooth decay muscle cramps routine checkup,0,0,1,0,0,0,0,0,0,0
fractures low sunlight muscle weakness bone pain back pain loss of appetite poor immunity slow growth hair loss bleeding gums scurvy weak immunity joint pain slow healing patient visited clinic yesterday,0,0,0,0,0,0,1,0,1,1
not mood changes depression confusion nerve issues weight gain thyroid swelling hormone imbalance neck enlargement no joint stiffness brittle nails routine checkup,1,0,0,0,0,0,0,0,0,0
cracked lips fatigue anemia low hemoglobin fatigue dizziness shortness of breath pale skin loss of appetite frequent infections poor immunity,0,0,0,1,1,0,0,0,0,1
joint stiffness tooth decay muscle cramps brittle nails mild headache after travel,0,0,1,0,0,0,0,0,0,0
joint stiffness brittle nails muscle cramps,0,0,1,0,0,0,0,0,0,0
fatigue goiter hormone imbalance thyroid swelling neck enlargement no hair loss poor immunity slow growth frequent infections eye irritation sore throat cracked lips skin rash fatigue general discomfort,1,0,0,0,1,0,0,0,0,0
nerve damage vision problems coordination issues fatigue goiter,1,1,0,0,0,0,0,0,0,0
mood changes depression nerve issues irritability confusion no immune weakness coordination issues nerve damage muscle weakness anemia dizziness fatigue shortness of breath pale skin routine checkup,0,0,0,1,0,0,0,1,0,0
fatigue weakness pregnancy issues poor diet anemia nerve issues mood changes depression confusion bone weakness brittle nails,0,0,1,0,0,1,0,1,0,0
anemia poor diet weakness coordination issues vision problems neck enlargement fatigue general discomfort,1,1,0,0,0,1,0,0,0,0
weight gain goiter thyroid swelling neck enlargement fatigue hormone imbalance patient visited clinic yesterday,1,0,0,0,0,0,0,0,0,0
without thyroid swelling goiter weight gain fatigue neck enlargement hormone imbalance muscle weakness coordination issues immune weakness nerve damage cracked lips fatigue eye irritation sore throat skin rash,0,1,0,0,1,0,0,0,0,0
irritability confusion depression nerve issues,0,0,0,0,0,0,0,1,0,0
muscle cramps brittle nails bone weakness not nerve issues depression confusion mood changes thyroid swelling weight gain hormone imbalance fatigue neck enlargement goiter,1,0,1,0,0,0,0,0,0,0
fatigue cracked lips skin rash fatigue shortness of breath low hemoglobin,0,0,0,1,1,0,0,0,0,0
thyroid swelling fatigue hormone imbalance routine checkup,1,0,0,0,0,0,0,0,0,0
low sunlight fractures muscle weakness,0,0,0,0,0,0,0,0,1,0
without skin rash cracked lips eye irritation frequent infections poor immunity loss of appetite hair loss slow growth slow healing weak immunity scurvy joint pain,0,0,0,0,0,0,1,0,0,1
frequent infections slow growth loss of appetite poor immunity weight gain goiter low sunlight bone pain fractures,1,0,0,0,0,0,0,0,1,1
neck enlargement goiter thyroid swelling bone pain low sunlight fractures muscle weakness fatigue anemia weakness poor diet pregnancy issues no prior illness reported,1,0,0,0,0,1,0,0,1,0
fractures low sunlight joint pain scurvy bleeding gums slow healing weak immunity dizziness pale skin general discomfort,0,0,0,1,0,0,1,0,1,0
frequent infections poor immunity sore throat cracked lips,0,0,0,0,1,0,0,0,0,1
without confusion depression mood changes irritability,0,0,0,0,0,0,0,0,0,0
